gameID,turn,side,move,score
57381229,1,black,e3+5,-1.0
57381230,1,red,C2.5,1.0
57381230,1,black,c2.5,1.0
57381230,2,red,C5+4,1.0
57381230,2,black,a4+5,1.0
57381231,1,red,C8.5,1.0
57381231,1,black,h2+3,1.0
57381232,1,red,C2.6,1.0
57381232,1,black,c8.3,1.0
57381232,2,red,H2+3,1.0
57381233,1,red,E7+5,-1.0
57381234,1,red,C2.5,-1.0
57381234,1,black,h2+3,-1.0
57381235,1,red,C8.4,-1.0
57381235,1,black,e3+5,-1.0
57381236,1,red,C2.5,1.0
57381236,1,black,c2.5,1.0
57381236,2,red,H2+3,1.0
57381237,1,red,C8.4,1.0
57381237,1,black,p7+1,1.0
57381237,2,red,H8+7,1.0
57381238,1,red,C2.5,-1.0
57381238,1,black,c8.5,-1.0
57381238,2,red,H2+3,-1.0
57381239,1,red,C2.5,-1.0
57381239,1,black,e3+5,-1.0
57381240,1,red,C2.5,1.0
57381240,1,black,h2+3,1.0
57381241,1,red,C2.5,1.0
57381241,1,black,h2+3,1.0
57381242,1,red,C2.5,-1.0
57381242,1,black,h8+7,-1.0
57381243,1,red,E3+5,-1.0
57381244,1,red,A4+5,-1.0
57381245,1,red,C2.5,-1.0
57381245,1,black,h8+7,-1.0
57381246,1,red,C2.5,-1.0
57381246,1,black,h8+7,-1.0
57381247,1,red,P7+1,-1.0
57381247,1,black,c8.5,-1.0
57381247,2,red,C8.5,-1.0
57381247,2,black,h8+7,-1.0
57381248,1,red,C8.5,-1.0
57381248,1,black,c2.5,-1.0
57381248,2,red,H8+7,-1.0
57381249,1,red,H8+7,1.0
57381250,1,red,C8.5,-1.0
57381250,1,black,h2+3,-1.0
57381251,1,red,C2.5,-1.0
57381251,1,black,e7+5,-1.0
57381252,1,red,P3+1,-1.0
57381252,1,black,p3+1,-1.0
57381252,2,red,H2+3,-1.0
57381253,1,red,C8.5,-1.0
57381253,1,black,c8.5,-1.0
57381253,2,red,H8+7,-1.0
57381254,1,red,C2.5,-1.0
57381254,1,black,e7+5,-1.0
57381255,1,red,E7+5,-1.0
57381256,1,red,C2.5,1.0
57381256,1,black,c8.5,1.0
57381256,2,red,H2+3,1.0
57381257,1,red,C2.5,-1.0
57381257,1,black,c8+1,-1.0
57381257,2,red,H2+3,-1.0
57381258,1,red,E3+5,1.0
57381259,1,red,C8.5,-1.0
57381259,1,black,h2+3,-1.0
57381260,1,red,P7+1,-1.0
57381260,1,black,c8.5,-1.0
57381260,2,red,H8+7,-1.0
57381261,1,red,C8.5,1.0
57381261,1,black,h2+3,1.0
57381262,1,red,P3+1,1.0
57381262,1,black,c8.7,1.0
57381262,2,red,E7+5,1.0
57381263,1,red,C8.5,-1.0
57381263,1,black,c2.5,-1.0
57381263,2,red,H8+7,-1.0
57381264,1,red,E7+5,-1.0
57381265,1,red,C2.5,1.0
57381265,1,black,c8.5,1.0
57381265,2,red,H2+3,1.0
57381266,1,red,P7+1,-1.0
57381266,1,black,p7+1,-1.0
57381266,2,red,H8+7,-1.0
57381267,1,red,C8.5,-1.0
57381267,1,black,c2.5,-1.0
57381267,2,red,H8+7,-1.0
57381268,1,red,C2.6,-1.0
57381268,1,black,c2.4,-1.0
57381268,2,red,H8+9,-1.0
57381269,1,red,C8.5,1.0
57381269,1,black,h8+7,1.0
57381270,1,red,C2.5,-1.0
57381271,1,red,C2.5,1.0
57381271,1,black,e3+5,1.0
57381272,1,red,C2.5,-1.0
57381272,1,black,h8+7,-1.0
57381273,1,red,C2.5,1.0
57381273,1,black,h8+7,1.0
57381274,1,red,C8.5,-1.0
57381274,1,black,a6+5,-1.0
57381275,1,red,C2.5,1.0
57381275,1,black,e7+5,1.0
57381276,1,red,E7+5,-1.0
57381277,1,red,C2.6,1.0
57381277,1,black,c8.5,1.0
57381277,2,red,H2+3,1.0
57381278,1,red,C8.4,-1.0
57381278,1,black,c2.5,-1.0
57381278,2,red,H8+7,-1.0
57381279,1,red,E3+5,-1.0
57381281,1,red,C2.5,-1.0
57381281,1,black,e3+5,-1.0
57381282,1,red,C2.4,1.0
57381282,1,black,c2.4,1.0
57381282,2,red,H8+7,1.0
57381283,1,red,E7+5,-1.0
57381284,1,red,C2.5,-1.0
57381284,1,black,c2.5,-1.0
57381284,2,red,P3+1,-1.0
57381284,2,black,h8+9,-1.0
57381285,1,red,H2+3,-1.0
57381286,1,red,E3+5,1.0
57381287,1,red,A6+5,1.0
57381288,1,red,C2.5,1.0
57381288,1,black,c8.5,1.0
57381288,2,red,H2+3,1.0
57381289,1,red,P3+1,-1.0
57381289,1,black,c2.5,-1.0
57381289,2,red,H2+3,-1.0
57381290,1,red,H8+7,-1.0
57381291,1,red,C2.5,1.0
57381291,1,black,h8+7,1.0
57381292,1,red,P1+1,-1.0
57381292,1,black,c2.5,-1.0
57381292,2,red,H2+3,-1.0
57381293,1,red,C2.6,-1.0
57381293,1,black,e7+5,-1.0
57381294,1,red,C8.5,1.0
57381294,1,black,h8+7,1.0
57381295,1,red,P7+1,1.0
57381295,1,black,c8.5,1.0
57381295,2,red,H8+7,1.0
57381296,1,red,C2.5,1.0
57381296,1,black,c2.5,1.0
57381296,2,red,H2+3,1.0
57381297,1,red,C2.5,1.0
57381297,1,black,c2.5,1.0
57381297,2,red,H2+3,1.0
57381298,1,red,C2.5,-1.0
57381298,1,black,h8+7,-1.0
57381299,1,red,C8.5,1.0
57381299,1,black,c2+1,1.0
57381299,2,red,H8+7,1.0
57381300,1,red,P7+1,1.0
57381300,1,black,c2.5,1.0
57381300,2,red,H8+7,1.0
57381301,1,red,C8.5,-1.0
57381301,1,black,p3+1,-1.0
57381301,2,red,H8+7,-1.0
57381302,1,red,C8.4,1.0
57381302,1,black,h2+3,1.0
57381303,1,red,C2.6,-1.0
57381303,1,black,c8.5,-1.0
57381303,2,red,H2+3,-1.0
57381304,1,red,H2+3,1.0
57381305,1,red,C2.5,-1.0
57381305,1,black,h8+7,-1.0
57381306,1,red,C2.6,1.0
57381306,1,black,c2.5,1.0
57381306,2,red,H2+3,1.0
57381307,1,red,P3+1,1.0
57381307,1,black,c8.7,1.0
57381307,2,red,E3+5,1.0
57381308,1,red,C8.5,-1.0
57381308,1,black,h8+7,-1.0
57381309,1,red,H8+7,1.0
57381310,1,red,C2.5,-1.0
57381310,1,black,h8+7,-1.0
57381311,1,red,C2.5,-1.0
57381311,1,black,c2.5,-1.0
57381311,2,red,H2+3,-1.0
57381312,1,red,E7+5,1.0
57381313,1,red,C8.5,1.0
57381313,1,black,e7+5,1.0
57381314,1,red,E3+5,1.0
57381315,1,red,C2.5,1.0
57381315,1,black,h8+7,1.0
57381316,1,red,P7+1,1.0
57381316,1,black,c2.5,1.0
57381316,2,red,H8+7,1.0
57381317,1,red,H2+3,-1.0
57381318,1,red,C8.4,-1.0
57381318,1,black,h2+3,-1.0
57381319,1,red,C2.5,-1.0
57381319,1,black,h2+3,-1.0
57381320,1,red,P7+1,-1.0
57381320,1,black,e3+5,-1.0
57381321,1,red,C8.5,-1.0
57381321,1,black,c2.5,-1.0
57381321,2,red,H8+7,-1.0
57381322,1,red,A4+5,-1.0
57381323,1,red,C2.5,1.0
57381323,1,black,c8.5,1.0
57381323,2,red,C8.6,1.0
57381323,2,black,h8+7,1.0
57381324,1,red,P3+1,0.0
57381324,1,black,p3+1,0.0
57381324,2,red,C2.5,0.0
57381324,2,black,h2+3,0.0
57381325,1,red,E7+5,-1.0
57381326,1,red,E3+5,-1.0
57381327,1,red,C2.5,1.0
57381327,1,black,h8+7,1.0
57381328,1,red,C2.5,0.0
57381328,1,black,h8+7,0.0
57381329,1,red,P7+1,1.0
57381329,1,black,c2.5,1.0
57381329,2,red,H8+7,1.0
57381330,1,red,C2.6,1.0
57381330,1,black,c8.5,1.0
57381330,2,red,H2+3,1.0
57381331,1,red,C2.5,-1.0
57381331,1,black,c8.5,-1.0
57381331,2,red,C5+4,-1.0
57381331,2,black,a4+5,-1.0
57381332,1,red,C2.5,1.0
57381332,1,black,h8+7,1.0
57381333,1,red,C2.6,1.0
57381333,1,black,h2+3,1.0
57381334,1,red,C2.5,1.0
57381334,1,black,c8.5,1.0
57381334,2,red,H2+3,1.0
57381335,1,red,C8.5,1.0
57381335,1,black,h2+3,1.0
57381336,1,red,C2.5,1.0
57381336,1,black,h8+7,1.0
57381337,1,red,C2.5,-1.0
57381337,1,black,h8+7,-1.0
57381338,1,red,C8.5,1.0
57381338,1,black,h8+7,1.0
57381339,1,red,A6+5,-1.0
57381340,1,red,C2.5,1.0
57381340,1,black,e3+5,1.0
57381341,1,red,C2+2,1.0
57381341,1,black,c8.5,1.0
57381341,2,red,H8+7,1.0
57381342,1,red,C2.5,1.0
57381342,1,black,h2+3,1.0
57381343,1,red,C2.5,1.0
57381343,1,black,c8.5,1.0
57381343,2,red,C5+4,1.0
57381343,2,black,a4+5,1.0
57381344,1,red,C8.5,-1.0
57381344,1,black,h2+3,-1.0
57381345,1,red,P3+1,1.0
57381345,1,black,c8.5,1.0
57381345,2,red,H2+3,1.0
57381346,1,red,C2.5,-1.0
57381346,1,black,c8.5,-1.0
57381346,2,red,H2+3,-1.0
57381347,1,red,H2+3,1.0
57381348,1,red,C2.5,-1.0
57381348,1,black,h2+3,-1.0
57381349,1,red,C8.5,1.0
57381349,1,black,c8.5,1.0
57381349,2,red,H8+7,1.0
57381350,1,red,H2+3,1.0
57381351,1,red,H2+3,-1.0
57381352,1,red,C2.4,1.0
57381352,1,black,c8.5,1.0
57381352,2,red,H8+7,1.0
57381353,1,red,E3+5,1.0
57381354,1,red,C8.5,-1.0
57381354,1,black,h2+3,-1.0
57381355,1,red,E3+5,1.0
57381356,1,red,C8.5,1.0
57381356,1,black,c2.5,1.0
57381356,2,red,C5+4,1.0
57381356,2,black,a4+5,1.0
57381357,1,red,E3+5,-1.0
57381358,1,red,E3+5,1.0
57381359,1,red,C2.5,1.0
57381359,1,black,c8.5,1.0
57381359,2,red,H2+3,1.0
57381360,1,red,C2.5,1.0
57381360,1,black,h8+7,1.0
57381361,1,red,H8+7,1.0
57381362,1,red,C2.5,1.0
57381362,1,black,h2+3,1.0
57381363,1,red,C2.6,1.0
57381363,1,black,a6+5,1.0
57381364,1,red,A6+5,-1.0
57381365,1,red,H2+3,-1.0
57381366,1,red,C8.5,-1.0
57381366,1,black,c2.5,-1.0
57381366,2,red,H8+7,-1.0
57381367,1,red,C8.5,1.0
57381367,1,black,h2+3,1.0
57381368,1,red,P3+1,1.0
57381368,1,black,c8.5,1.0
57381368,2,red,H2+3,1.0
57381369,1,red,C2.5,1.0
57381369,1,black,c8.5,1.0
57381369,2,red,H2+3,1.0
57381370,1,red,E3+5,1.0
57381371,1,red,C8.5,0.0
57381371,1,black,h2+3,0.0
57381372,1,red,C2.6,1.0
57381372,1,black,c8.5,1.0
57381372,2,red,H2+3,1.0
57381373,1,red,H8+7,-1.0
57381374,1,red,C2.5,1.0
57381374,1,black,c2.5,1.0
57381374,2,red,C5+4,1.0
57381374,2,black,a4+5,1.0
57381375,1,red,C8.4,-1.0
57381375,1,black,c2.5,-1.0
57381375,2,red,H8+7,-1.0
57381376,1,red,E3+5,1.0
57381377,1,red,P7+1,1.0
57381377,1,black,c2.5,1.0
57381377,2,red,H8+7,1.0
57381378,1,red,C2.5,1.0
57381378,1,black,h2+3,1.0
57381379,1,red,C2.5,-1.0
57381379,1,black,h2+3,-1.0
57381380,1,red,A4+5,1.0
57381381,1,red,E7+5,-1.0
57381382,1,red,C8.5,-1.0
57381382,1,black,h2+3,-1.0
57381383,1,red,C8.5,-1.0
57381383,1,black,h2+3,-1.0
57381384,1,red,C2.5,-1.0
57381384,1,black,c8.5,-1.0
57381384,2,red,H2+3,-1.0
57381385,1,red,C8.4,1.0
57381385,1,black,c2.5,1.0
57381385,2,red,H8+7,1.0
57381386,1,red,E7+5,0.0
57381387,1,red,P7+1,1.0
57381387,1,black,c8.5,1.0
57381387,2,red,H8+7,1.0
57381388,1,red,C8.5,-1.0
57381388,1,black,c8.5,-1.0
57381388,2,red,H8+7,-1.0
57381389,1,red,H8+7,1.0
57381390,1,red,C2.5,1.0
57381391,1,red,P3+1,0.0
57381391,1,black,c2.5,0.0
57381391,2,red,H8+7,0.0
57381392,1,red,C2.5,1.0
57381392,1,black,c2.5,1.0
57381392,2,red,H2+3,1.0
57381393,1,red,C8.5,-1.0
57381393,1,black,h2+3,-1.0
57381394,1,red,C2.5,1.0
57381394,1,black,c8.5,1.0
57381394,2,red,H2+3,1.0
57381395,1,red,A6+5,-1.0
57381396,1,red,E7+5,1.0
57381397,1,red,C8.5,1.0
57381397,1,black,h8+7,1.0
57381398,1,red,C2+2,1.0
57381398,1,black,c2.5,1.0
57381398,2,red,H2+3,1.0
57381399,1,red,C2.6,-1.0
57381399,1,black,h2+3,-1.0
57381400,1,red,H2+3,-1.0
57381401,1,red,C2.5,1.0
57381401,1,black,c8.5,1.0
57381401,2,red,H2+3,1.0
57381402,1,red,C2+2,1.0
57381402,1,black,h8+7,1.0
57381403,1,red,C2+2,-1.0
57381403,1,black,h8+7,-1.0
57381404,1,red,C2.5,1.0
57381404,1,black,e3+5,1.0
57381405,1,red,C2.5,1.0
57381405,1,black,c8.5,1.0
57381405,2,red,H2+3,1.0
57381406,1,red,C8.5,1.0
57381406,1,black,h2+3,1.0
57381407,1,red,E3+5,1.0
57381408,1,red,C2.4,1.0
57381408,1,black,c2.5,1.0
57381408,2,red,C8.5,1.0
57381408,2,black,h2+3,1.0
57381409,1,red,C8.5,1.0
57381409,1,black,c2.5,1.0
57381409,2,red,C5+4,1.0
57381409,2,black,a4+5,1.0
57381411,1,red,K5+1,-1.0
57381412,1,red,C2.6,-1.0
57381412,1,black,p7+1,-1.0
57381412,2,red,E3+5,-1.0
57381413,1,red,C2.5,-1.0
57381413,1,black,h2+3,-1.0
57381414,1,red,C2.5,-1.0
57381414,1,black,c2.5,-1.0
57381414,2,red,H2+3,-1.0
57381415,1,red,E7+5,1.0
57381416,1,red,C2.5,1.0
57381416,1,black,h8+7,1.0
57381417,1,red,H2+3,1.0
57381418,1,red,C2.5,1.0
57381418,1,black,c2.5,1.0
57381418,2,red,H2+3,1.0
57381419,1,red,C8.4,1.0
57381419,1,black,c8.5,1.0
57381419,2,red,H8+7,1.0
57381420,1,red,C8.5,-1.0
57381420,1,black,c2.5,-1.0
57381420,2,red,C5+4,-1.0
57381420,2,black,a4+5,-1.0
57381421,1,red,C2.5,1.0
57381421,1,black,e7+5,1.0
57381422,1,red,C8.5,-1.0
57381422,1,black,h8+7,-1.0
57381423,1,red,C2.5,1.0
57381423,1,black,c8.5,1.0
57381423,2,red,H2+3,1.0
57381424,1,red,C2.7,1.0
57381424,1,black,c8.5,1.0
57381424,2,red,H2+3,1.0
57381425,1,red,C2.5,-1.0
57381425,1,black,h8+7,-1.0
57381426,1,red,C8.4,1.0
57381426,1,black,c2.3,1.0
57381426,2,red,H8+7,1.0
57381427,1,red,C8.4,-1.0
57381427,1,black,c2.5,-1.0
57381427,2,red,H8+7,-1.0
57381428,1,red,C2.5,-1.0
57381428,1,black,h8+7,-1.0
57381429,1,red,C2.5,1.0
57381429,1,black,a4+5,1.0
57381430,1,red,C2.5,-1.0
57381430,1,black,e3+5,-1.0
57381431,1,red,C8.3,1.0
57381431,1,black,e7+5,1.0
57381432,1,red,E3+5,1.0
57381433,1,red,C2.5,1.0
57381433,1,black,c2.5,1.0
57381433,2,red,H2+3,1.0
57381434,1,red,C2.5,1.0
57381434,1,black,h2+3,1.0
57381435,1,red,C8.5,1.0
57381435,1,black,e7+5,1.0
57381436,1,red,C8.5,1.0
57381436,1,black,c2.5,1.0
57381436,2,red,H8+7,1.0
57381437,1,red,C8.5,1.0
57381437,1,black,h2+3,1.0
57381438,1,red,C8.5,-1.0
57381438,1,black,c2.5,-1.0
57381438,2,red,H8+7,-1.0
57381439,1,red,P3+1,1.0
57381439,1,black,c2.5,1.0
57381439,2,red,H2+3,1.0
57381440,1,red,C2.6,-1.0
57381440,1,black,h8+7,-1.0
57381441,1,red,C2.5,-1.0
57381441,1,black,h2+3,-1.0
57381442,1,red,C8.5,-1.0
57381442,1,black,c8.5,-1.0
57381442,2,red,H8+7,-1.0
57381443,1,red,C8.5,-1.0
57381443,1,black,a4+5,-1.0
57381444,1,red,C8.5,-1.0
57381444,1,black,e3+5,-1.0
57381445,1,red,C2.5,-1.0
57381445,1,black,h8+7,-1.0
57381446,1,red,C2.5,-1.0
57381446,1,black,e7+5,-1.0
57381447,1,red,C2.5,1.0
57381447,1,black,c8.5,1.0
57381447,2,red,H2+3,1.0
57381448,1,red,P7+1,1.0
57381448,1,black,c2.5,1.0
57381448,2,red,H8+7,1.0
57381449,1,red,C2.5,-1.0
57381449,1,black,c2.5,-1.0
57381449,2,red,H2+3,-1.0
57381450,1,red,C2.5,-1.0
57381450,1,black,h8+7,-1.0
57381451,1,red,C2.5,-1.0
57381451,1,black,e7+5,-1.0
57381452,1,red,C2.6,1.0
57381452,1,black,h8+7,1.0
57381453,1,red,P7+1,-1.0
57381453,1,black,p7+1,-1.0
57381453,2,red,H8+7,-1.0
57381454,1,red,E7+5,-1.0
57381455,1,red,E3+5,-1.0
57381456,1,red,C2.7,1.0
57381456,1,black,c8.5,1.0
57381456,2,red,H2+3,1.0
57381457,1,red,C2.5,1.0
57381457,1,black,e7+5,1.0
57381458,1,red,C2.5,-1.0
57381458,1,black,a6+5,-1.0
57381459,1,red,C8.5,1.0
57381459,1,black,h2+3,1.0
57381460,1,red,E7+5,-1.0
57381461,1,red,C8.5,-1.0
57381461,1,black,c8.5,-1.0
57381461,2,red,H8+7,-1.0
57381462,1,red,C2.5,-1.0
57381462,1,black,e7+5,-1.0
57381463,1,red,C2.5,-1.0
57381463,1,black,c2.5,-1.0
57381463,2,red,A4+5,-1.0
57381464,1,red,C8.5,-1.0
57381464,1,black,h8+7,-1.0
57381465,1,red,C2.5,1.0
57381465,1,black,h8+7,1.0
57381466,1,red,C2.5,1.0
57381466,1,black,h8+7,1.0
57381467,1,red,E3+5,1.0
57381468,1,red,E3+5,-1.0
57381469,1,red,H8+7,1.0
57381470,1,red,C8.4,1.0
57381470,1,black,e3+5,1.0
57381471,1,red,E3+5,-1.0
57381472,1,red,C2.5,1.0
57381472,1,black,h8+7,1.0
57381473,1,red,C2.5,1.0
57381473,1,black,h8+7,1.0
57381474,1,red,C2.5,-1.0
57381474,1,black,h2+3,-1.0
57381475,1,red,C8.5,-1.0
57381475,1,black,c2.5,-1.0
57381475,2,red,H8+7,-1.0
57381476,1,red,H2+3,1.0
57381477,1,red,C2.5,1.0
57381477,1,black,c2.5,1.0
57381477,2,red,H2+3,1.0
57381478,1,red,C8.5,-1.0
57381478,1,black,c2.5,-1.0
57381478,2,red,C5+4,-1.0
57381478,2,black,a6+5,-1.0
57381479,1,red,C8.5,-1.0
57381479,1,black,e3+5,-1.0
57381480,1,red,C2.5,-1.0
57381480,1,black,c8.5,-1.0
57381480,2,red,H2+3,-1.0
57381481,1,red,C8.5,-1.0
57381481,1,black,h2+3,-1.0
57381482,1,red,H2+3,1.0
57381483,1,red,C2.5,-1.0
57381483,1,black,c2.5,-1.0
57381483,2,red,H2+3,-1.0
57381484,1,red,C8.4,1.0
57381484,1,black,c2.5,1.0
57381484,2,red,H8+7,1.0
57381485,1,red,C8.5,1.0
57381485,1,black,h2+3,1.0
57381486,1,red,R1+1,-1.0
57381486,1,black,c8.5,-1.0
57381486,2,red,C2.5,-1.0
57381486,2,black,h8+7,-1.0
57381487,1,red,C2.5,-1.0
57381487,1,black,h8+7,-1.0
57381488,1,red,C2.5,-1.0
57381488,1,black,c2.5,-1.0
57381488,2,red,H2+3,-1.0
57381489,1,red,C8.5,1.0
57381489,1,black,c2.5,1.0
57381489,2,red,H8+7,1.0
57381490,1,red,E3+5,1.0
57381491,1,red,C2.5,1.0
57381491,1,black,c2.5,1.0
57381491,2,red,H8+7,1.0
57381492,1,red,C2.5,-1.0
57381492,1,black,h8+7,-1.0
57381493,1,red,P3+1,-1.0
57381493,1,black,e3+5,-1.0
57381494,1,red,C8.5,-1.0
57381494,1,black,h2+3,-1.0
57381495,1,red,H8+7,-1.0
57381496,1,red,E7+5,1.0
57381497,1,red,H8+7,1.0
57381498,1,red,C8.5,1.0
57381498,1,black,h8+7,1.0
57381499,1,red,P7+1,-1.0
57381499,1,black,p7+1,-1.0
57381499,2,red,H2+3,-1.0
57381500,1,red,C2.5,-1.0
57381500,1,black,c8.5,-1.0
57381500,2,red,H2+3,-1.0
57381501,1,red,C2.5,-1.0
57381501,1,black,h8+7,-1.0
57381502,1,red,P7+1,1.0
57381502,1,black,c2.5,1.0
57381502,2,red,H8+7,1.0
57381503,1,red,E3+5,-1.0
57381504,1,red,C2.5,1.0
57381504,1,black,c2.5,1.0
57381504,2,red,H2+3,1.0
57381505,1,red,C8.5,1.0
57381505,1,black,h8+7,1.0
57381506,1,red,C2.7,1.0
57381507,1,red,H8+7,-1.0
57381508,1,red,C8.6,-1.0
57381508,1,black,c8.5,-1.0
57381508,2,red,A6+5,-1.0
57381509,1,red,C8.4,1.0
57381509,1,black,h2+3,1.0
57381510,1,red,C8.5,1.0
57381510,1,black,e7+5,1.0
57381511,1,red,C2.5,-1.0
57381511,1,black,e3+5,-1.0
57381512,1,red,P7+1,1.0
57381513,1,red,C8.5,-1.0
57381513,1,black,h2+3,-1.0
